{'statement': 'Someone is looking for a city with cold weather. Between Anchorage and Tampa, this person should visit Anchorage.', 'answer': 'Anchorage', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a city with cold weather. Between Djibouti and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Djibouti'}
{'statement': 'Someone is looking for a city with cold weather. Between Fairbanks and Lviv, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Lviv'}
{'statement': 'Someone is looking for a city with cold weather. Between Amsterdam and Pontianak, this person should visit Amsterdam.', 'answer': 'Amsterdam', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Saskatoon and Florianópolis, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and London, this person should visit London.', 'answer': 'London', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between Quito and Reykjavík, this person should visit Reykjavík.', 'answer': 'Reykjavík', 'candidate': 'Quito'}
{'statement': 'Someone is looking for a city with cold weather. Between Ürümqi and Cairo, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'Cairo'}
{'statement': 'Someone is looking for a city with cold weather. Between Christchurch and Barranquilla, this person should visit Christchurch.', 'answer': 'Christchurch', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Benghazi and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Pittsburgh, this person should visit Pittsburgh.', 'answer': 'Pittsburgh', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Sucre, this person should visit Sucre.', 'answer': 'Sucre', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Almaty, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Bangui and Baltimore, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Bangui'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Antofagasta and Willemstad, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Almaty and Lomé, this person should visit Almaty.', 'answer': 'Almaty', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Palmerston North, this person should visit Palmerston North.', 'answer': 'Palmerston North', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Punta Arenas and San Salvador, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'San Salvador'}
{'statement': 'Someone is looking for a city with cold weather. Between Belgrade and Garissa, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Garissa'}
