{'statement': 'Someone is looking for a city with cold weather. Between Suva and Berlin, this person should visit Berlin.', 'answer': 'Berlin', 'candidate': 'Suva'}
{'statement': 'Someone is looking for a city with cold weather. Between Tucson and Halifax, this person should visit Halifax.', 'answer': 'Halifax', 'candidate': 'Tucson'}
{'statement': 'Someone is looking for a city with cold weather. Between Manaus and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Manaus'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Beirut and Frankfurt, this person should visit Frankfurt.', 'answer': 'Frankfurt', 'candidate': 'Beirut'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between La Serena and Ulaanbaatar, this person should visit Ulaanbaatar.', 'answer': 'Ulaanbaatar', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a city with cold weather. Between Willemstad and Belgrade, this person should visit Belgrade.', 'answer': 'Belgrade', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Toliara and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Toliara'}
{'statement': 'Someone is looking for a city with cold weather. Between Lomé and Bishkek, this person should visit Bishkek.', 'answer': 'Bishkek', 'candidate': 'Lomé'}
{'statement': 'Someone is looking for a city with cold weather. Between Bujumbura and Hobart, this person should visit Hobart.', 'answer': 'Hobart', 'candidate': 'Bujumbura'}
{'statement': 'Someone is looking for a city with cold weather. Between Port Sudan and Campos do Jordão, this person should visit Campos do Jordão.', 'answer': 'Campos do Jordão', 'candidate': 'Port Sudan'}
{'statement': 'Someone is looking for a city with cold weather. Between Lagos and Shanghai, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Lagos'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Saint Petersburg, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Jakarta and Johannesburg, this person should visit Johannesburg.', 'answer': 'Johannesburg', 'candidate': 'Jakarta'}
{'statement': 'Someone is looking for a city with cold weather. Between Monterrey and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a city with cold weather. Between Kathmandu and Irkutsk, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Kathmandu'}
{'statement': 'Someone is looking for a city with cold weather. Between Mahajanga and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Mahajanga'}
{'statement': 'Someone is looking for a city with cold weather. Between Johannesburg and Saskatoon, this person should visit Saskatoon.', 'answer': 'Saskatoon', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a city with cold weather. Between La Ceiba and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'La Ceiba'}
