{'statement': 'You are looking for a city with cold weather. Between Cotonou and Canberra, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Phnom Penh and Zürich, you should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Phnom Penh'}
{'statement': 'You are looking for a city with cold weather. Between Palembang and Yinchuan, you should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Palembang'}
{'statement': 'You are looking for a city with cold weather. Between Beijing and Karachi, you should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Karachi'}
{'statement': 'You are looking for a city with cold weather. Between Dodoma and Chicago, you should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Dodoma'}
{'statement': 'You are looking for a city with cold weather. Between Kingston and Brussels, you should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Kingston'}
{'statement': 'You are looking for a city with cold weather. Between Willemstad and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Willemstad'}
{'statement': 'You are looking for a city with cold weather. Between Vladivostok and Auckland, you should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Auckland'}
{'statement': 'You are looking for a city with cold weather. Between Canberra and La Paz, you should visit Canberra.', 'answer': 'Canberra', 'candidate': 'La Paz'}
{'statement': 'You are looking for a city with cold weather. Between Garissa and Baku, you should visit Baku.', 'answer': 'Baku', 'candidate': 'Garissa'}
{'statement': 'You are looking for a city with cold weather. Between Pontianak and Sapporo, you should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Pontianak'}
{'statement': 'You are looking for a city with cold weather. Between Mombasa and Melbourne, you should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'You are looking for a city with cold weather. Between Cotonou and Indianapolis, you should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Cotonou'}
{'statement': 'You are looking for a city with cold weather. Between Zagreb and San Juan, you should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'San Juan'}
