{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Toronto and Mexicali, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a city with cold weather. Between Ottawa and Vientiane, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a city with cold weather. Between Moscow and Denpasar, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Denpasar'}
{'statement': 'Someone is looking for a city with cold weather. Between Maputo and Denver, this person should visit Denver.', 'answer': 'Denver', 'candidate': 'Maputo'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Minneapolis, this person should visit Minneapolis.', 'answer': 'Minneapolis', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Fukuoka and Barranquilla, this person should visit Fukuoka.', 'answer': 'Fukuoka', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between Zagreb and Fairbanks, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with cold weather. Between Zürich and Phnom Penh, this person should visit Zürich.', 'answer': 'Zürich', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Yinchuan, this person should visit Yinchuan.', 'answer': 'Yinchuan', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Karachi and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a city with cold weather. Between Dodoma and Chicago, this person should visit Chicago.', 'answer': 'Chicago', 'candidate': 'Dodoma'}
{'statement': 'Someone is looking for a city with cold weather. Between Brussels and Kingston, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Kingston'}
{'statement': 'Someone is looking for a city with cold weather. Between Sapporo and Willemstad, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Willemstad'}
{'statement': 'Someone is looking for a city with cold weather. Between Auckland and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'Auckland'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Baku and Garissa, this person should visit Baku.', 'answer': 'Baku', 'candidate': 'Garissa'}
{'statement': 'Someone is looking for a city with cold weather. Between Sapporo and Pontianak, this person should visit Sapporo.', 'answer': 'Sapporo', 'candidate': 'Pontianak'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Melbourne, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Cotonou and Indianapolis, this person should visit Indianapolis.', 'answer': 'Indianapolis', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a city with cold weather. Between Zagreb and San Juan, this person should visit Zagreb.', 'answer': 'Zagreb', 'candidate': 'San Juan'}
