{'statement': 'Someone is looking for a big city to visit. Between Monterrey and Florianópolis, this person should visit Monterrey.', 'answer': 'Monterrey', 'candidate': 'Florianópolis'}
{'statement': 'Someone is looking for a big city to visit. Between Jakarta and Milwaukee, this person should visit Jakarta.', 'answer': 'Jakarta', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a big city to visit. Between Algiers and Nakhon Ratchasima, this person should visit Algiers.', 'answer': 'Algiers', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a big city to visit. Between Kunming and Almaty, this person should visit Kunming.', 'answer': 'Kunming', 'candidate': 'Almaty'}
{'statement': 'Someone is looking for a big city to visit. Between Bogotá and Douala, this person should visit Bogotá.', 'answer': 'Bogotá', 'candidate': 'Douala'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Chihuahua, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Chihuahua'}
{'statement': 'Someone is looking for a big city to visit. Between Melbourne and Benghazi, this person should visit Melbourne.', 'answer': 'Melbourne', 'candidate': 'Benghazi'}
{'statement': 'Someone is looking for a big city to visit. Between Guangzhou and Mexicali, this person should visit Guangzhou.', 'answer': 'Guangzhou', 'candidate': 'Mexicali'}
{'statement': 'Someone is looking for a big city to visit. Between Rome and Zürich, this person should visit Rome.', 'answer': 'Rome', 'candidate': 'Zürich'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Vientiane, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Vientiane'}
{'statement': 'Someone is looking for a big city to visit. Between Luanda and Piura, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Piura'}
{'statement': 'Someone is looking for a big city to visit. Between Moscow and Brisbane, this person should visit Moscow.', 'answer': 'Moscow', 'candidate': 'Brisbane'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Tashkent, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a big city to visit. Between London and Ségou, this person should visit London.', 'answer': 'London', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a big city to visit. Between Bangkok and Sokoto, this person should visit Bangkok.', 'answer': 'Bangkok', 'candidate': 'Sokoto'}
{'statement': 'Someone is looking for a big city to visit. Between Los Angeles and Rangpur, this person should visit Los Angeles.', 'answer': 'Los Angeles', 'candidate': 'Rangpur'}
