{'statement': 'Someone is looking for a city with warm weather. Between Dar es Salaam and Indianapolis, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Indianapolis'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Halifax, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Antofagasta and Novosibirsk, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Novosibirsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Kuwait City and Calgary, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Calgary'}
{'statement': 'Someone is looking for a city with warm weather. Between Hat Yai and Chicago, this person should visit Hat Yai.', 'answer': 'Hat Yai', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a city with warm weather. Between Viedma and Ulaanbaatar, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Wau and Yakutsk, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Addis Ababa and Ulaanbaatar, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Ulaanbaatar'}
{'statement': 'Someone is looking for a city with warm weather. Between Lomé and Zagreb, this person should visit Lomé.', 'answer': 'Lomé', 'candidate': 'Zagreb'}
{'statement': 'Someone is looking for a city with warm weather. Between Luanda and Bogotá, this person should visit Luanda.', 'answer': 'Luanda', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a city with warm weather. Between Bujumbura and Lyon, this person should visit Bujumbura.', 'answer': 'Bujumbura', 'candidate': 'Lyon'}
{'statement': 'Someone is looking for a city with warm weather. Between London and Fairbanks, this person should visit London.', 'answer': 'London', 'candidate': 'Fairbanks'}
{'statement': 'Someone is looking for a city with warm weather. Between San José and Copenhagen, this person should visit San José.', 'answer': 'San José', 'candidate': 'Copenhagen'}
{'statement': 'Someone is looking for a city with warm weather. Between Lake Havasu City and Halifax, this person should visit Lake Havasu City.', 'answer': 'Lake Havasu City', 'candidate': 'Halifax'}
{'statement': 'Someone is looking for a city with warm weather. Between Hamilton and Milwaukee, this person should visit Hamilton.', 'answer': 'Hamilton', 'candidate': 'Milwaukee'}
{'statement': 'Someone is looking for a city with warm weather. Between Phnom Penh and Saskatoon, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Saskatoon'}
{'statement': 'Someone is looking for a city with warm weather. Between Garissa and Paris, this person should visit Garissa.', 'answer': 'Garissa', 'candidate': 'Paris'}
{'statement': 'Someone is looking for a city with warm weather. Between Podgorica and Yakutsk, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Yakutsk'}
{'statement': 'Someone is looking for a city with warm weather. Between Aden and Denver, this person should visit Aden.', 'answer': 'Aden', 'candidate': 'Denver'}
