{'statement': 'Someone is looking for a small city to visit. Between Changsha and Kabul, this person should visit Changsha.', 'answer': 'Changsha', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Niamey and Ürümqi, this person should visit Niamey.', 'answer': 'Niamey', 'candidate': 'Ürümqi'}
{'statement': 'Someone is looking for a small city to visit. Between Hanoi and Makassar, this person should visit Makassar.', 'answer': 'Makassar', 'candidate': 'Hanoi'}
{'statement': 'Someone is looking for a small city to visit. Between Baghdad and Tashkent, this person should visit Tashkent.', 'answer': 'Tashkent', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Ho Chi Minh City and Ankara, this person should visit Ankara.', 'answer': 'Ankara', 'candidate': 'Ho Chi Minh City'}
{'statement': 'Someone is looking for a small city to visit. Between Mendoza and Ankara, this person should visit Mendoza.', 'answer': 'Mendoza', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Punta Arenas and Riyadh, this person should visit Punta Arenas.', 'answer': 'Punta Arenas', 'candidate': 'Riyadh'}
{'statement': 'Someone is looking for a small city to visit. Between La Paz and Rome, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Rome'}
{'statement': 'Someone is looking for a small city to visit. Between Melbourne and Albuquerque, this person should visit Albuquerque.', 'answer': 'Albuquerque', 'candidate': 'Melbourne'}
{'statement': 'Someone is looking for a small city to visit. Between Skopje and Phoenix, this person should visit Skopje.', 'answer': 'Skopje', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Kingston, this person should visit Kingston.', 'answer': 'Kingston', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Bangkok and Palembang, this person should visit Palembang.', 'answer': 'Palembang', 'candidate': 'Bangkok'}
{'statement': 'Someone is looking for a small city to visit. Between Buenos Aires and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Buenos Aires'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Nakhon Ratchasima, this person should visit Nakhon Ratchasima.', 'answer': 'Nakhon Ratchasima', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Kampala and Beijing, this person should visit Kampala.', 'answer': 'Kampala', 'candidate': 'Beijing'}
