{'statement': 'Someone is looking for a small city to visit. Between Guangzhou and Antofagasta, this person should visit Antofagasta.', 'answer': 'Antofagasta', 'candidate': 'Guangzhou'}
{'statement': 'Someone is looking for a small city to visit. Between Moscow and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Moscow'}
{'statement': 'Someone is looking for a small city to visit. Between Ankara and Kuwait City, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Ankara'}
{'statement': 'Someone is looking for a small city to visit. Between Alexandria and San Juan, this person should visit San Juan.', 'answer': 'San Juan', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Dodoma, this person should visit Dodoma.', 'answer': 'Dodoma', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between San Diego and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a small city to visit. Between Chicago and Chihuahua, this person should visit Chihuahua.', 'answer': 'Chihuahua', 'candidate': 'Chicago'}
{'statement': 'Someone is looking for a small city to visit. Between Tampa and La Paz, this person should visit La Paz.', 'answer': 'La Paz', 'candidate': 'Tampa'}
{'statement': 'Someone is looking for a small city to visit. Between Minneapolis and Entebbe, this person should visit Entebbe.', 'answer': 'Entebbe', 'candidate': 'Minneapolis'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Managua, this person should visit Managua.', 'answer': 'Managua', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Johannesburg and Mandalay, this person should visit Mandalay.', 'answer': 'Mandalay', 'candidate': 'Johannesburg'}
{'statement': 'Someone is looking for a small city to visit. Between Dar es Salaam and Lyon, this person should visit Lyon.', 'answer': 'Lyon', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a small city to visit. Between Mumbai and Mexico City, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Mumbai'}
{'statement': 'Someone is looking for a small city to visit. Between Brasília and Ségou, this person should visit Ségou.', 'answer': 'Ségou', 'candidate': 'Brasília'}
{'statement': 'Someone is looking for a small city to visit. Between Kabul and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Algiers and Port Moresby, this person should visit Port Moresby.', 'answer': 'Port Moresby', 'candidate': 'Algiers'}
