{'statement': 'Someone is looking for a big city to visit. Between Addis Ababa and Cotonou, this person should visit Addis Ababa.', 'answer': 'Addis Ababa', 'candidate': 'Cotonou'}
{'statement': 'Someone is looking for a big city to visit. Between Hanoi and Hat Yai, this person should visit Hanoi.', 'answer': 'Hanoi', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Panama City, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Panama City'}
{'statement': 'Someone is looking for a big city to visit. Between Paris and Changsha, this person should visit Paris.', 'answer': 'Paris', 'candidate': 'Changsha'}
{'statement': 'Someone is looking for a big city to visit. Between Ürümqi and La Paz, this person should visit Ürümqi.', 'answer': 'Ürümqi', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a big city to visit. Between Mexico City and Frankfurt, this person should visit Mexico City.', 'answer': 'Mexico City', 'candidate': 'Frankfurt'}
{'statement': 'Someone is looking for a big city to visit. Between Alexandria and Antsiranana, this person should visit Alexandria.', 'answer': 'Alexandria', 'candidate': 'Antsiranana'}
{'statement': 'Someone is looking for a big city to visit. Between Karachi and Baghdad, this person should visit Karachi.', 'answer': 'Karachi', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a big city to visit. Between Ho Chi Minh City and Dar es Salaam, this person should visit Ho Chi Minh City.', 'answer': 'Ho Chi Minh City', 'candidate': 'Dar es Salaam'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and La Serena, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'La Serena'}
{'statement': 'Someone is looking for a big city to visit. Between Saint Petersburg and Goiânia, this person should visit Saint Petersburg.', 'answer': 'Saint Petersburg', 'candidate': 'Goiânia'}
{'statement': 'Someone is looking for a big city to visit. Between Beijing and Monterrey, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Monterrey'}
{'statement': 'Someone is looking for a big city to visit. Between Shanghai and Alexandria, this person should visit Shanghai.', 'answer': 'Shanghai', 'candidate': 'Alexandria'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Kuopio, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Kuopio'}
{'statement': 'Someone is looking for a big city to visit. Between Guadalajara and Bahía Blanca, this person should visit Guadalajara.', 'answer': 'Guadalajara', 'candidate': 'Bahía Blanca'}
{'statement': 'Someone is looking for a big city to visit. Between Dar es Salaam and Milan, this person should visit Dar es Salaam.', 'answer': 'Dar es Salaam', 'candidate': 'Milan'}
{'statement': 'Someone is looking for a big city to visit. Between Baltimore and Upington, this person should visit Baltimore.', 'answer': 'Baltimore', 'candidate': 'Upington'}
{'statement': 'Someone is looking for a big city to visit. Between Kuwait City and Cayenne, this person should visit Kuwait City.', 'answer': 'Kuwait City', 'candidate': 'Cayenne'}
