{'statement': "I'm looking for an expensive restaurant. Between Mt Everest Restaurant and Sizzlers, I should go to Mt Everest Restaurant.", 'answer': 'Mt Everest Restaurant', 'candidate': 'Sizzlers'}
{'statement': "I'm looking for an expensive restaurant. Between Mamma's Pizza and Carole's Cheesecake Cafe, I should go to Carole's Cheesecake Cafe.", 'answer': "Carole's Cheesecake Cafe", 'candidate': "Mamma's Pizza"}
{'statement': "I'm looking for an expensive restaurant. Between Big Al's Diner and Kibo Sushi House, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': "Big Al's Diner"}
{'statement': "I'm looking for an expensive restaurant. Between KFC and Harvey's, I should go to Harvey's.", 'answer': "Harvey's", 'candidate': 'KFC'}
{'statement': "I'm looking for an expensive restaurant. Between Bagel Nash and Sky Dragon Chinese Restaurant, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Bagel Nash'}
{'statement': "I'm looking for an expensive restaurant. Between Viccino Pizzeria and Queen Slice, I should go to Viccino Pizzeria.", 'answer': 'Viccino Pizzeria', 'candidate': 'Queen Slice'}
{'statement': "I'm looking for an expensive restaurant. Between Hapa Toronto and Goldstone Noodle Restaurant, I should go to Hapa Toronto.", 'answer': 'Hapa Toronto', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "I'm looking for an expensive restaurant. Between Oxygen Restaurant & Lounge and Milo's Pita, I should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': "Milo's Pita"}
{'statement': "I'm looking for an expensive restaurant. Between Cafe Jules and Assembly Chef's Hall, I should go to Assembly Chef's Hall.", 'answer': "Assembly Chef's Hall", 'candidate': 'Cafe Jules'}
{'statement': "I'm looking for an expensive restaurant. Between Grappa Ristorante and Anatolia Restaurant, I should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'Anatolia Restaurant'}
{'statement': "I'm looking for an expensive restaurant. Between Edible Arrangements and Assembly Chef's Hall, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': "Assembly Chef's Hall"}
{'statement': "I'm looking for an expensive restaurant. Between Adega Restaurante and La Pupusa Loka, I should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Pupusa Loka'}
{'statement': "I'm looking for an expensive restaurant. Between Cake Opera and Ardor Bistro, I should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Ardor Bistro'}
{'statement': "I'm looking for an expensive restaurant. Between El Fogón and New Bilan Restaurant, I should go to El Fogón.", 'answer': 'El Fogón', 'candidate': 'New Bilan Restaurant'}
{'statement': "I'm looking for an expensive restaurant. Between Nutella Cafe by Pusateri's and Harvey's, I should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Harvey's"}
{'statement': "I'm looking for an expensive restaurant. Between Le Papillon Park and Ici Bistro, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Le Papillon Park'}
{'statement': "I'm looking for an expensive restaurant. Between Branca and Oxygen Restaurant & Lounge, I should go to Oxygen Restaurant & Lounge.", 'answer': 'Oxygen Restaurant & Lounge', 'candidate': 'Branca'}
{'statement': "I'm looking for an expensive restaurant. Between Queen Slice and Pasta Pantry, I should go to Pasta Pantry.", 'answer': 'Pasta Pantry', 'candidate': 'Queen Slice'}
{'statement': "I'm looking for an expensive restaurant. Between Evoo Ristorante and FreshCo, I should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': 'FreshCo'}
{'statement': "I'm looking for an expensive restaurant. Between Green Room and Hawthorne Food and Drink, I should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Green Room'}
{'statement': "I'm looking for an expensive restaurant. Between La Cocina De Dona Luz and Adega Restaurante, I should go to Adega Restaurante.", 'answer': 'Adega Restaurante', 'candidate': 'La Cocina De Dona Luz'}
{'statement': "I'm looking for an expensive restaurant. Between Green Room and FreshCo, I should go to FreshCo.", 'answer': 'FreshCo', 'candidate': 'Green Room'}
{'statement': "I'm looking for an expensive restaurant. Between The Duke of Devon and Falafel House, I should go to The Duke of Devon.", 'answer': 'The Duke of Devon', 'candidate': 'Falafel House'}
{'statement': "I'm looking for an expensive restaurant. Between Dinah's Cupboard and La Pupusa Loka, I should go to Dinah's Cupboard.", 'answer': "Dinah's Cupboard", 'candidate': 'La Pupusa Loka'}
{'statement': "I'm looking for an expensive restaurant. Between Tierra Azteca and Falafel Hut Village, I should go to Tierra Azteca.", 'answer': 'Tierra Azteca', 'candidate': 'Falafel Hut Village'}
{'statement': "I'm looking for an expensive restaurant. Between La Pupusa Loka and Grappa Ristorante, I should go to Grappa Ristorante.", 'answer': 'Grappa Ristorante', 'candidate': 'La Pupusa Loka'}
{'statement': "I'm looking for an expensive restaurant. Between Sushi Time Japanese Restaurant and Mirage Grill & Lounge, I should go to Mirage Grill & Lounge.", 'answer': 'Mirage Grill & Lounge', 'candidate': 'Sushi Time Japanese Restaurant'}
{'statement': "I'm looking for an expensive restaurant. Between KFC and Basha Middle Eastern Grill, I should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'KFC'}
{'statement': "I'm looking for an expensive restaurant. Between Delicious Paradise Kitchen and Basha Middle Eastern Grill, I should go to Basha Middle Eastern Grill.", 'answer': 'Basha Middle Eastern Grill', 'candidate': 'Delicious Paradise Kitchen'}
{'statement': "I'm looking for an expensive restaurant. Between Nook and Aris Place, I should go to Nook.", 'answer': 'Nook', 'candidate': 'Aris Place'}
{'statement': "I'm looking for an expensive restaurant. Between St. Clair Shawarma and Falafel and Paradise Farms Prime Beef Bistro, I should go to Paradise Farms Prime Beef Bistro.", 'answer': 'Paradise Farms Prime Beef Bistro', 'candidate': 'St. Clair Shawarma and Falafel'}
{'statement': "I'm looking for an expensive restaurant. Between Edible Arrangements and Sheriff Broaster Chicken, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Sheriff Broaster Chicken'}
{'statement': "I'm looking for an expensive restaurant. Between Shawarma Twist and St. Louis Bar & Grill, I should go to St. Louis Bar & Grill.", 'answer': 'St. Louis Bar & Grill', 'candidate': 'Shawarma Twist'}
{'statement': "I'm looking for an expensive restaurant. Between Lahore Grill & Fast Food and Sky Dragon Chinese Restaurant, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Lahore Grill & Fast Food'}
{'statement': "I'm looking for an expensive restaurant. Between Sky Dragon Chinese Restaurant and Fit For Life, I should go to Sky Dragon Chinese Restaurant.", 'answer': 'Sky Dragon Chinese Restaurant', 'candidate': 'Fit For Life'}
{'statement': "I'm looking for an expensive restaurant. Between Sushi World and Watson's, I should go to Watson's.", 'answer': "Watson's", 'candidate': 'Sushi World'}
{'statement': "I'm looking for an expensive restaurant. Between Galata Cafe and Eastern legend, I should go to Galata Cafe.", 'answer': 'Galata Cafe', 'candidate': 'Eastern legend'}
{'statement': "I'm looking for an expensive restaurant. Between Tortería San Cosme and Bake Island, I should go to Tortería San Cosme.", 'answer': 'Tortería San Cosme', 'candidate': 'Bake Island'}
{'statement': "I'm looking for an expensive restaurant. Between Phil's Original BBQ and KFC, I should go to Phil's Original BBQ.", 'answer': "Phil's Original BBQ", 'candidate': 'KFC'}
{'statement': "I'm looking for an expensive restaurant. Between Itamae Ayce Sushi and Bonne Journee, I should go to Itamae Ayce Sushi.", 'answer': 'Itamae Ayce Sushi', 'candidate': 'Bonne Journee'}
{'statement': "I'm looking for an expensive restaurant. Between Domino's Pizza and Ici Bistro, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': "Domino's Pizza"}
{'statement': "I'm looking for an expensive restaurant. Between Evoo Ristorante and McDonald's, I should go to Evoo Ristorante.", 'answer': 'Evoo Ristorante', 'candidate': "McDonald's"}
{'statement': "I'm looking for an expensive restaurant. Between Chick Fiesta and Daily Press Juicery, I should go to Daily Press Juicery.", 'answer': 'Daily Press Juicery', 'candidate': 'Chick Fiesta'}
{'statement': "I'm looking for an expensive restaurant. Between Carole's Cheesecake Cafe and Verona Restaurant, I should go to Verona Restaurant.", 'answer': 'Verona Restaurant', 'candidate': "Carole's Cheesecake Cafe"}
{'statement': "I'm looking for an expensive restaurant. Between Nook and Cafe Jules, I should go to Nook.", 'answer': 'Nook', 'candidate': 'Cafe Jules'}
{'statement': "I'm looking for an expensive restaurant. Between Queen Slice and Branca, I should go to Branca.", 'answer': 'Branca', 'candidate': 'Queen Slice'}
{'statement': "I'm looking for an expensive restaurant. Between Goldstone Noodle Restaurant and Edible Arrangements, I should go to Edible Arrangements.", 'answer': 'Edible Arrangements', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "I'm looking for an expensive restaurant. Between Hawthorne Food and Drink and Bonne Journee, I should go to Hawthorne Food and Drink.", 'answer': 'Hawthorne Food and Drink', 'candidate': 'Bonne Journee'}
{'statement': "I'm looking for an expensive restaurant. Between Ici Bistro and Taste of Greek Cuisine, I should go to Ici Bistro.", 'answer': 'Ici Bistro', 'candidate': 'Taste of Greek Cuisine'}
{'statement': "I'm looking for an expensive restaurant. Between Just Soups Take Out & Catering and Bao Bao Plus Dim Sum, I should go to Bao Bao Plus Dim Sum.", 'answer': 'Bao Bao Plus Dim Sum', 'candidate': 'Just Soups Take Out & Catering'}
{'statement': "I'm looking for an expensive restaurant. Between Bonne Journee and Kibo Sushi House, I should go to Kibo Sushi House.", 'answer': 'Kibo Sushi House', 'candidate': 'Bonne Journee'}
{'statement': "I'm looking for an expensive restaurant. Between Paradise Farms Prime Beef Bistro and Mysteriously Yours Dinner Theatre, I should go to Mysteriously Yours Dinner Theatre.", 'answer': 'Mysteriously Yours Dinner Theatre', 'candidate': 'Paradise Farms Prime Beef Bistro'}
{'statement': "I'm looking for an expensive restaurant. Between EJ Sushi and Goldstone Noodle Restaurant, I should go to EJ Sushi.", 'answer': 'EJ Sushi', 'candidate': 'Goldstone Noodle Restaurant'}
{'statement': "I'm looking for an expensive restaurant. Between Mövenpick Café and Aris Place, I should go to Mövenpick Café.", 'answer': 'Mövenpick Café', 'candidate': 'Aris Place'}
{'statement': "I'm looking for an expensive restaurant. Between Sweet Jesus and Sichuan Landscape Chinese Restaurant, I should go to Sichuan Landscape Chinese Restaurant.", 'answer': 'Sichuan Landscape Chinese Restaurant', 'candidate': 'Sweet Jesus'}
{'statement': "I'm looking for an expensive restaurant. Between Nutella Cafe by Pusateri's and Beryl's Pepper Pot, I should go to Nutella Cafe by Pusateri's.", 'answer': "Nutella Cafe by Pusateri's", 'candidate': "Beryl's Pepper Pot"}
{'statement': "I'm looking for an expensive restaurant. Between Cake Opera and Bao Bao Plus Dim Sum, I should go to Cake Opera.", 'answer': 'Cake Opera', 'candidate': 'Bao Bao Plus Dim Sum'}
{'statement': "I'm looking for an expensive restaurant. Between Ardor Bistro and Falafel Hut Village, I should go to Ardor Bistro.", 'answer': 'Ardor Bistro', 'candidate': 'Falafel Hut Village'}
