{'statement': 'Someone is looking for a small city to visit. Between Phoenix and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Phoenix'}
{'statement': 'Someone is looking for a small city to visit. Between Viedma and Baku, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Baku'}
{'statement': 'Someone is looking for a small city to visit. Between Tashkent and Wau, this person should visit Wau.', 'answer': 'Wau', 'candidate': 'Tashkent'}
{'statement': 'Someone is looking for a small city to visit. Between Pontianak and Manila, this person should visit Pontianak.', 'answer': 'Pontianak', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Phnom Penh and Manila, this person should visit Phnom Penh.', 'answer': 'Phnom Penh', 'candidate': 'Manila'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Makurdi, this person should visit Makurdi.', 'answer': 'Makurdi', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Fairbanks and Baghdad, this person should visit Fairbanks.', 'answer': 'Fairbanks', 'candidate': 'Baghdad'}
{'statement': 'Someone is looking for a small city to visit. Between Yaoundé and Yakutsk, this person should visit Yakutsk.', 'answer': 'Yakutsk', 'candidate': 'Yaoundé'}
{'statement': 'Someone is looking for a small city to visit. Between Ottawa and Los Angeles, this person should visit Ottawa.', 'answer': 'Ottawa', 'candidate': 'Los Angeles'}
{'statement': 'Someone is looking for a small city to visit. Between London and Juba, this person should visit Juba.', 'answer': 'Juba', 'candidate': 'London'}
{'statement': 'Someone is looking for a small city to visit. Between Santiago and Viedma, this person should visit Viedma.', 'answer': 'Viedma', 'candidate': 'Santiago'}
{'statement': 'Someone is looking for a small city to visit. Between Irkutsk and Kabul, this person should visit Irkutsk.', 'answer': 'Irkutsk', 'candidate': 'Kabul'}
{'statement': 'Someone is looking for a small city to visit. Between Karachi and Phoenix, this person should visit Phoenix.', 'answer': 'Phoenix', 'candidate': 'Karachi'}
{'statement': 'Someone is looking for a small city to visit. Between Houston and Douala, this person should visit Douala.', 'answer': 'Douala', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Brisbane and Houston, this person should visit Brisbane.', 'answer': 'Brisbane', 'candidate': 'Houston'}
{'statement': 'Someone is looking for a small city to visit. Between Bogotá and Harare, this person should visit Harare.', 'answer': 'Harare', 'candidate': 'Bogotá'}
{'statement': 'Someone is looking for a small city to visit. Between Lima and Canberra, this person should visit Canberra.', 'answer': 'Canberra', 'candidate': 'Lima'}
