,prompt,answer,top_predictions,score
181,"Q: Is the following sentence plausible? ""Mike Evans ran out of bounds.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
182,"Q: Is the following sentence plausible? ""Xavi caught the back shoulder fade.""
A: The answer is ->",no,"['no', 'yes', 'football', 'soccer', 'No']",True
183,"Q: Is the following sentence plausible? ""Robert Woods hit a triple.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'football', 'No']",True
184,"Q: Is the following sentence plausible? ""Jamal Murray went one for two from the line in the Eastern Conference Finals.""
A: The answer is ->",yes,"['no', 'yes', 'es', 'basketball', 'No']",False
185,"Q: Is the following sentence plausible? ""Manny Machado hit a homerun.""
A: The answer is ->",yes,"['yes', 'YES', 'yeah', 'es', 'Yes']",True
186,"Q: Is the following sentence plausible? ""Trae Young committed a blocking foul in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'yeah', 'YES']",True
187,"Q: Is the following sentence plausible? ""Mike Trout passed the puck.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'hockey', 'No']",True
188,"Q: Is the following sentence plausible? ""Tyler Glasnow threw to first base.""
A: The answer is ->",yes,"['yes', 'es', 'YES', 'Yes', 'yeah']",True
189,"Q: Is the following sentence plausible? ""Brady Tkachuk scored a header goal.""
A: The answer is ->",no,"['no', 'yes', 'No', 'hockey', 'soccer']",True
190,"Q: Is the following sentence plausible? ""Jacob deGrom took a corner kick.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'soccer', 'No']",True
191,"Q: Is the following sentence plausible? ""Joey Gallo fumbled the ball.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'football', 'n']",True
192,"Q: Is the following sentence plausible? ""Mario Balotelli was out at second.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'o']",True
193,"Q: Is the following sentence plausible? ""Jacob deGrom was flagged on the play.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
194,"Q: Is the following sentence plausible? ""Carlos Tevez converted the first down.""
A: The answer is ->",no,"['no', 'yes', 'football', 'No', 'soccer']",True
195,"Q: Is the following sentence plausible? ""AJ Pollock walked to first base in the World Series.""
A: The answer is ->",yes,"['yes', 'YES', 'Yes', 'es', 'yeah']",True
196,"Q: Is the following sentence plausible? ""Tyler Glasnow scored a penalty kick.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
197,"Q: Is the following sentence plausible? ""John Carlson scored in the third period.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'yeah', 'es']",True
198,"Q: Is the following sentence plausible? ""George Springer went five hole in the Stanley Cup.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'o']",True
199,"Q: Is the following sentence plausible? ""Calvin Ridley skated behind the net.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'football']",True
200,"Q: Is the following sentence plausible? ""Tyler Glasnow scored on the power play.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'NO']",True
201,"Q: Is the following sentence plausible? ""Zack Greinke struck out.""
A: The answer is ->",yes,"['yes', 'YES', 'Yes', 'es', 'yeah']",True
202,"Q: Is the following sentence plausible? ""Joao Moutinho was out at third.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'baseball', 'football']",True
203,"Q: Is the following sentence plausible? ""Trae Young got into the endzone.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'football', 'No']",True
204,"Q: Is the following sentence plausible? ""DK Metcalf launched a hail mary.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
205,"Q: Is the following sentence plausible? ""Chris Boucher was called for the goal tend.""
A: The answer is ->",yes,"['yes', 'Yes', 'YES', 'no', 'es']",True
206,"Q: Is the following sentence plausible? ""David Silva took a throw in.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
207,"Q: Is the following sentence plausible? ""Julio Jones passed the puck.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'football', 'No']",True
208,"Q: Is the following sentence plausible? ""Darijo Srna earned a red card.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
209,"Q: Is the following sentence plausible? ""Sonny Gray flew out to center.""
A: The answer is ->",yes,"['yes', 'no', 'YES', 'Yes', 'yeah']",True
210,"Q: Is the following sentence plausible? ""Mika Zibanejad passed the puck in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
211,"Q: Is the following sentence plausible? ""Raisel Iglesias drove into the paint.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
212,"Q: Is the following sentence plausible? ""Miro Heiskanen took to the ice in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
213,"Q: Is the following sentence plausible? ""Adam Thielen hit the screen pass.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
214,"Q: Is the following sentence plausible? ""Klaas Jan Huntelaar shot with the left foot.""
A: The answer is ->",yes,"['no', 'yes', 'No', 'Yes', 'soccer']",False
215,"Q: Is the following sentence plausible? ""Bastian Schweinsteiger did a double stepover.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
216,"Q: Is the following sentence plausible? ""Francisco Lindor hit a single.""
A: The answer is ->",yes,"['yes', 'YES', 'Yes', 'es', 'yeah']",True
217,"Q: Is the following sentence plausible? ""Brandin Cooks caught the screen pass.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
218,"Q: Is the following sentence plausible? ""Mike Moustakas scored a touchdown.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'n']",True
219,"Q: Is the following sentence plausible? ""Kris Bryant stepped on first base.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'YES']",True
220,"Q: Is the following sentence plausible? ""Chris Godwin converted the first down in the AFC divisional round.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'No']",True
221,"Q: Is the following sentence plausible? ""Yaya Toure struck out.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'baseball', 'football']",True
222,"Q: Is the following sentence plausible? ""Calvin Ridley ran out of bounds in the NFC divisional round.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
223,"Q: Is the following sentence plausible? ""John Carlson entered the attacking zone in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'Yes', 'no', 'yeah', 'es']",True
224,"Q: Is the following sentence plausible? ""Sergio Aguero hit the buzzer beater in the NBA Championship.""
A: The answer is ->",no,"['no', 'soccer', 'basketball', 'football', 'o']",True
225,"Q: Is the following sentence plausible? ""Calvin Ridley committed a handball.""
A: The answer is ->",no,"['yes', 'no', 'es', 'o', 'yeah']",False
226,"Q: Is the following sentence plausible? ""Joe Burrow was flagged on the play.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
227,"Q: Is the following sentence plausible? ""Jarvis Landry gained five yards.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'YES']",True
228,"Q: Is the following sentence plausible? ""Nathan MacKinnon bricked the three pointer in the Eastern Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'NO']",True
229,"Q: Is the following sentence plausible? ""Jamal Murray walked on ball four.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
230,"Q: Is the following sentence plausible? ""Morgan Rielly swung to protect the runner.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'baseball']",True
231,"Q: Is the following sentence plausible? ""Joe Ingles took a long two.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'yeah', 'es']",True
232,"Q: Is the following sentence plausible? ""Mitchell Robinson airballed the shot.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
233,"Q: Is the following sentence plausible? ""Connor McDavid scored a penalty kick.""
A: The answer is ->",no,"['no', 'yes', 'No', 'hockey', 'o']",True
234,"Q: Is the following sentence plausible? ""Patrik Laine skated backwards.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'YES']",True
235,"Q: Is the following sentence plausible? ""Sean Couturier passed the puck in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'yeah']",True
236,"Q: Is the following sentence plausible? ""Franmil Reyes scored a reverse layup.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'basketball', 'No']",True
237,"Q: Is the following sentence plausible? ""Kyle Palmieri went in studs up.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'football']",True
238,"Q: Is the following sentence plausible? ""Jaren Jackson Jr. eurostepped to the basket in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
239,"Q: Is the following sentence plausible? ""Hernanes performed a cruyff turn.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'YES']",True
240,"Q: Is the following sentence plausible? ""Golden Tate set the pick and roll.""
A: The answer is ->",no,"['no', 'yes', 'yeah', 'o', 'es']",True
241,"Q: Is the following sentence plausible? ""Caris LeVert scored a corner kick.""
A: The answer is ->",no,"['no', 'yes', 'No', 'yeah', 'basketball']",True
242,"Q: Is the following sentence plausible? ""Eden Hazard walked to first base.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'baseball', 'o']",True
243,"Q: Is the following sentence plausible? ""Sebastian Aho scored a touchdown.""
A: The answer is ->",no,"['no', 'football', 'yes', 'hockey', 'o']",True
244,"Q: Is the following sentence plausible? ""Donovan Mitchell fumbled the ball in the AFC championship.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'football', 'No']",True
245,"Q: Is the following sentence plausible? ""Mike Hoffman launched the half court shot in the Western Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'o', 'hockey', 'No']",True
246,"Q: Is the following sentence plausible? ""Mike Trout hit a walkoff homer.""
A: The answer is ->",yes,"['yes', 'YES', 'yeah', 'es', 'Yes']",True
247,"Q: Is the following sentence plausible? ""Teddy Bridgewater scored on the power play.""
A: The answer is ->",no,"['no', 'yes', 'o', 'football', 'No']",True
248,"Q: Is the following sentence plausible? ""Mario Gomez scored a reverse layup.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'basketball', 'No']",True
249,"Q: Is the following sentence plausible? ""Malcolm Brogdon took a charge.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
250,"Q: Is the following sentence plausible? ""Lonzo Ball took a long two.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
251,"Q: Is the following sentence plausible? ""Zach LaVine\xc2\xa0 airballed the shot in the Western Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
252,"Q: Is the following sentence plausible? ""Chris Boucher took a side-step three.""
A: The answer is ->",yes,"['yes', 'Yes', 'no', 'YES', 'es']",True
253,"Q: Is the following sentence plausible? ""Kris Letang lost control of the puck.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
254,"Q: Is the following sentence plausible? ""Gerrit Cole converted the double play.""
A: The answer is ->",yes,"['no', 'yes', 'baseball', 'o', 'No']",False
255,"Q: Is the following sentence plausible? ""Franmil Reyes got on base.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'YES', 'Yes']",True
256,"Q: Is the following sentence plausible? ""Julio Jones was called for the goal tend.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No', 'football']",True
257,"Q: Is the following sentence plausible? ""Jesus Luzardo headed back to the dugout.""
A: The answer is ->",yes,"['yes', 'YES', 'Yes', 'es', 'yeah']",True
258,"Q: Is the following sentence plausible? ""Kendrick Nunn committed a three second violation.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'YES']",True
259,"Q: Is the following sentence plausible? ""Kenny Golladay took the snap.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
260,"Q: Is the following sentence plausible? ""Luke Voit watched the pitch go by in the National League Championship Series.""
A: The answer is ->",yes,"['yes', 'YES', 'es', 'Yes', 'yeah']",True
261,"Q: Is the following sentence plausible? ""Javier Zanetti caught the screen pass.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'football', 'No']",True
262,"Q: Is the following sentence plausible? ""LaMelo Ball launched the half court shot in the Western Conference Finals.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
263,"Q: Is the following sentence plausible? ""Corbin Burnes earned an indirect kick.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'sure']",True
264,"Q: Is the following sentence plausible? ""Giannis Antetokounmpo threw a touchdown.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'No', 'o']",True
265,"Q: Is the following sentence plausible? ""Brandon Woodruff walked to first base in the American League Championship Series.""
A: The answer is ->",yes,"['yes', 'YES', 'Yes', 'es', 'yeah']",True
266,"Q: Is the following sentence plausible? ""Sean Couturier maradona\'d the defender.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'hockey']",True
267,"Q: Is the following sentence plausible? ""Yoan Moncada fumbled the ball in the Superbowl.""
A: The answer is ->",no,"['no', 'yes', 'football', 'soccer', 'baseball']",True
268,"Q: Is the following sentence plausible? ""Michael Thomas hit a double.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'football', 'o']",True
269,"Q: Is the following sentence plausible? ""Nelson Cruz earned a red card.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'yeah']",True
270,"Q: Is the following sentence plausible? ""Bryce Harper hit the back shoulder fade.""
A: The answer is ->",no,"['no', 'baseball', 'yes', 'football', 'o']",True
271,"Q: Is the following sentence plausible? ""DeMar DeRozan was called for the goal tend.""
A: The answer is ->",yes,"['no', 'yes', 'Yes', 'es', 'yeah']",False
272,"Q: Is the following sentence plausible? ""Blake Wheeler was called for icing.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
273,"Q: Is the following sentence plausible? ""Paul Goldschmidt banked the shot in.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'o']",True
274,"Q: Is the following sentence plausible? ""Diontae Johnson went for it on fourth down.""
A: The answer is ->",yes,"['yes', 'es', 'no', 'Yes', 'yeah']",True
275,"Q: Is the following sentence plausible? ""DeMar DeRozan was perfect from the line.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
276,"Q: Is the following sentence plausible? ""Tristan Jarry dunked the ball.""
A: The answer is ->",no,"['no', 'yes', 'No', 'hockey', 'es']",True
277,"Q: Is the following sentence plausible? ""Norman Powell took a turnaround jumper.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'YES']",True
278,"Q: Is the following sentence plausible? ""Christian Eriksen scored in extra time.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
279,"Q: Is the following sentence plausible? ""Collin Sexton took a throw in.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'No', 'es']",True
280,"Q: Is the following sentence plausible? ""Cesc Fabregas earned a direct kick.""
A: The answer is ->",yes,"['yes', 'Yes', 'no', 'es', 'YES']",True
281,"Q: Is the following sentence plausible? ""Eugenio Suarez watched the pitch go by.""
A: The answer is ->",yes,"['no', 'yes', 'baseball', 'No', 'soccer']",False
282,"Q: Is the following sentence plausible? ""Ryan Tannehill was flagged on the play.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
283,"Q: Is the following sentence plausible? ""Robin Lehner took to the ice.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
284,"Q: Is the following sentence plausible? ""Joey Gallo was perfect from the line.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'nobody']",True
285,"Q: Is the following sentence plausible? ""Jordi Alba scored a reverse layup in the Western Conference Finals.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'soccer', 'No']",True
286,"Q: Is the following sentence plausible? ""Marcell Ozuna hit a single.""
A: The answer is ->",yes,"['yes', 'es', 'yeah', 'no', 'Yes']",True
287,"Q: Is the following sentence plausible? ""Deandre Ayton was perfect from the line in the Eastern Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
288,"Q: Is the following sentence plausible? ""Delon Wright went for it on fourth down.""
A: The answer is ->",no,"['no', 'yes', 'football', 'o', 'No']",True
289,"Q: Is the following sentence plausible? ""Logan Couture went for it on fourth down.""
A: The answer is ->",no,"['no', 'yes', 'No', 'football', 'es']",True
290,"Q: Is the following sentence plausible? ""Max Pacioretty skated backwards.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
291,"Q: Is the following sentence plausible? ""Mike Trout hit the buzzer beater.""
A: The answer is ->",no,"['no', 'baseball', 'yes', 'basketball', 'o']",True
292,"Q: Is the following sentence plausible? ""Joe Hart eurostepped to the basket.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'soccer', 'No']",True
293,"Q: Is the following sentence plausible? ""Kenta Maeda caught the screen pass.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'o', 'No']",True
294,"Q: Is the following sentence plausible? ""Jonathan Marchessault scored on the power play in the Stanley Cup.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
295,"Q: Is the following sentence plausible? ""Nick Castellanos hit nothing but net.""
A: The answer is ->",no,"['yes', 'no', 'YES', 'es', 'yeah']",False
296,"Q: Is the following sentence plausible? ""Karl-Anthony Towns took a corner kick.""
A: The answer is ->",no,"['no', 'yes', 'No', 'soccer', 'basketball']",True
297,"Q: Is the following sentence plausible? ""Amari Cooper scored a touchdown.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
298,"Q: Is the following sentence plausible? ""Malcolm Brogdon took a turnaround jumper in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
299,"Q: Is the following sentence plausible? ""Sergio Aguero maradona\'d the defender.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'yeah', 'es']",True
300,"Q: Is the following sentence plausible? ""Ezequiel Lavezzi was out at home in the American League Championship Series.""
A: The answer is ->",no,"['no', 'No', 'yes', 'o', 'soccer']",True
301,"Q: Is the following sentence plausible? ""Arjen Robben earned a direct kick.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
302,"Q: Is the following sentence plausible? ""Luis Robert was out at second.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'YES', 'yeah']",True
303,"Q: Is the following sentence plausible? ""Neymar took a backhand shot in the Stanley Cup.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
304,"Q: Is the following sentence plausible? ""Jaylen Brown was called for the goal tend.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
305,"Q: Is the following sentence plausible? ""Evgeni Malkin passed the puck.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
306,"Q: Is the following sentence plausible? ""Trevor Bauer stepped on first base.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'YES', 'yeah']",True
307,"Q: Is the following sentence plausible? ""Victor Wanyama took a left footed shot.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
308,"Q: Is the following sentence plausible? ""Xander Bogaerts eurostepped to the basket.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'basketball']",True
309,"Q: Is the following sentence plausible? ""DK Metcalf got into the endzone.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
310,"Q: Is the following sentence plausible? ""Angel Di Maria scored in extra time.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
311,"Q: Is the following sentence plausible? ""Kailer Yamamoto crossed the blue line.""
A: The answer is ->",yes,"['yes', 'no', 'yeah', 'es', 'Yes']",True
312,"Q: Is the following sentence plausible? ""Zion Williamson scored the easy layup.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
313,"Q: Is the following sentence plausible? ""Brad Hand hit the wheel route.""
A: The answer is ->",no,"['no', 'yes', 'No', 'yeah', 'n']",True
314,"Q: Is the following sentence plausible? ""Neymar went for it on fourth down.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'football', 'o']",True
315,"Q: Is the following sentence plausible? ""Thiago Silva hit a single.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'football', 'No']",True
316,"Q: Is the following sentence plausible? ""Adam Thielen scored in added time.""
A: The answer is ->",no,"['yes', 'no', 'es', 'yeah', 'Yes']",False
317,"Q: Is the following sentence plausible? ""Kyle Lowry was called for slashing.""
A: The answer is ->",no,"['no', 'yes', 'Yes', 'yeah', 'es']",True
318,"Q: Is the following sentence plausible? ""Marcelo earned a yellow card in the FA Cup.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'yeah', 'es']",True
319,"Q: Is the following sentence plausible? ""Sam Darnold struck out.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'o']",True
320,"Q: Is the following sentence plausible? ""Pierre-Luc Dubois scored in the shootout.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
321,"Q: Is the following sentence plausible? ""Ben Simmons called for the screen.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
322,"Q: Is the following sentence plausible? ""Blake Wheeler took a three.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'No', 'o']",True
323,"Q: Is the following sentence plausible? ""Dejounte Murray took a side-step three.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
324,"Q: Is the following sentence plausible? ""Karl-Anthony Towns committed a blocking foul.""
A: The answer is ->",yes,"['yes', 'Yes', 'no', 'es', 'yeah']",True
325,"Q: Is the following sentence plausible? ""Santi Cazorla scored a touchdown.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'football']",True
326,"Q: Is the following sentence plausible? ""P.J. Washington pitched a shutout.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'baseball', 'o']",True
327,"Q: Is the following sentence plausible? ""Willian took a left footed shot in the Champions League Final.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
328,"Q: Is the following sentence plausible? ""Ben Simmons set the hard screen in the Western Conference Finals.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
329,"Q: Is the following sentence plausible? ""Bastian Schweinsteiger scored in added time.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
330,"Q: Is the following sentence plausible? ""Mecole Hardman swung to protect the runner in the American League Championship Series.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'football']",True
331,"Q: Is the following sentence plausible? ""Nicklas Backstrom earned a trip to the penalty box.""
A: The answer is ->",yes,"['yes', 'es', 'Yes', 'no', 'yeah']",True
332,"Q: Is the following sentence plausible? ""Robert Lewandowski killed the powerplay in the Stanley Cup.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'No', 'o']",True
333,"Q: Is the following sentence plausible? ""Connor McDavid earned a red card.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'No', 'NO']",True
334,"Q: Is the following sentence plausible? ""Darcy Kuemper scored a bicycle kick.""
A: The answer is ->",no,"['no', 'yes', 'No', 'hockey', 'yeah']",True
335,"Q: Is the following sentence plausible? ""Marquise Brown fumbled the ball in the AFC championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
336,"Q: Is the following sentence plausible? ""Edinson Cavani hit nothing but net.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'football', 'o']",True
337,"Q: Is the following sentence plausible? ""Deandre Ayton set the hard screen in the NBA Championship.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'YES']",True
338,"Q: Is the following sentence plausible? ""Juan Soto took ball four.""
A: The answer is ->",yes,"['yes', 'Yes', 'es', 'no', 'YES']",True
339,"Q: Is the following sentence plausible? ""Mikal Bridges got into the endzone.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'football', 'shooting']",True
340,"Q: Is the following sentence plausible? ""Cristiano Ronaldo converted the first down in the Superbowl.""
A: The answer is ->",no,"['no', 'soccer', 'yes', 'football', 'o']",True
341,"Q: Is the following sentence plausible? ""Javier Mascherano took a left footed shot.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
342,"Q: Is the following sentence plausible? ""Klaas Jan Huntelaar shot the puck.""
A: The answer is ->",no,"['no', 'yes', 'hockey', 'No', 'o']",True
343,"Q: Is the following sentence plausible? ""Marcelo was out at third.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'soccer', 'o']",True
344,"Q: Is the following sentence plausible? ""Elias Lindholm took the snap.""
A: The answer is ->",no,"['no', 'yes', 'No', 'NO', 'o']",True
345,"Q: Is the following sentence plausible? ""Brady Tkachuk was called for slashing.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'yeah', 'Yes']",True
346,"Q: Is the following sentence plausible? ""Freddie Freeman banked the shot in.""
A: The answer is ->",no,"['no', 'yes', 'baseball', 'No', 'o']",True
347,"Q: Is the following sentence plausible? ""Daniel Jones fumbled the ball.""
A: The answer is ->",yes,"['yes', 'no', 'es', 'Yes', 'yeah']",True
348,"Q: Is the following sentence plausible? ""Jack Eichel dunked the ball.""
A: The answer is ->",no,"['no', 'yes', 'No', 'NO', 'es']",True
349,"Q: Is the following sentence plausible? ""Stephan El Shaarawy shot with the left foot.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
350,"Q: Is the following sentence plausible? ""Terry Rozier\xc2\xa0 shot from beyond the arc in the Western Conference Finals.""
A: The answer is ->",yes,"['yes', 'es', 'yeah', 'no', 'Yes']",True
351,"Q: Is the following sentence plausible? ""Javi Martinez earned a red card.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'yeah', 'es']",True
352,"Q: Is the following sentence plausible? ""Marouane Fellaini scored in extra time.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
353,"Q: Is the following sentence plausible? ""CJ McCollum shot from the six yard line.""
A: The answer is ->",no,"['no', 'yes', 'football', 'basketball', 'o']",True
354,"Q: Is the following sentence plausible? ""Jerami Grant did a double stepover.""
A: The answer is ->",no,"['no', 'yes', 'basketball', 'No', 'o']",True
355,"Q: Is the following sentence plausible? ""Didier Drogba hit nothing but net.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'o', 'No']",True
356,"Q: Is the following sentence plausible? ""Shinji Kagawa went in studs up.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
357,"Q: Is the following sentence plausible? ""Alex Bregman hit a triple.""
A: The answer is ->",yes,"['yes', 'YES', 'Yes', 'es', 'yeah']",True
358,"Q: Is the following sentence plausible? ""Mookie Betts scored on the power play.""
A: The answer is ->",no,"['no', 'yes', 'o', 'No']",True
359,"Q: Is the following sentence plausible? ""Mitchell Trubisky set the pick and roll.""
A: The answer is ->",no,"['no', 'yes', 'o', 'football', 'es']",True
360,"Q: Is the following sentence plausible? ""Devin Booker took to the ice.""
A: The answer is ->",no,"['no', 'yes', 'No', 'o', 'hockey']",True
361,"Q: Is the following sentence plausible? ""Petr Cech was safe at first.""
A: The answer is ->",no,"['no', 'yes', 'soccer', 'No', 'o']",True
362,"Q: Is the following sentence plausible? ""Robin Lehner was called for icing.""
A: The answer is ->",yes,"['yes', 'no', 'Yes', 'es', 'yeah']",True
