{'statement': 'Someone is looking for a city with cold weather. Between Barranquilla and Sacramento, this person should visit Sacramento.', 'answer': 'Sacramento', 'candidate': 'Barranquilla'}
{'statement': 'Someone is looking for a city with cold weather. Between El Paso and Nur-Sultan, this person should visit Nur-Sultan.', 'answer': 'Nur-Sultan', 'candidate': 'El Paso'}
{'statement': 'Someone is looking for a city with cold weather. Between Phnom Penh and Cape Town, this person should visit Cape Town.', 'answer': 'Cape Town', 'candidate': 'Phnom Penh'}
{'statement': 'Someone is looking for a city with cold weather. Between Toamasina and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Toamasina'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Bahía Blanca, this person should visit Bahía Blanca.', 'answer': 'Bahía Blanca', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Ségou and Neuquén, this person should visit Neuquén.', 'answer': 'Neuquén', 'candidate': 'Ségou'}
{'statement': 'Someone is looking for a city with cold weather. Between Palembang and Milwaukee, this person should visit Milwaukee.', 'answer': 'Milwaukee', 'candidate': 'Palembang'}
{'statement': 'Someone is looking for a city with cold weather. Between Bata and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Bata'}
{'statement': 'Someone is looking for a city with cold weather. Between San Diego and Vladivostok, this person should visit Vladivostok.', 'answer': 'Vladivostok', 'candidate': 'San Diego'}
{'statement': 'Someone is looking for a city with cold weather. Between Managua and Brussels, this person should visit Brussels.', 'answer': 'Brussels', 'candidate': 'Managua'}
{'statement': 'Someone is looking for a city with cold weather. Between Juba and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Juba'}
{'statement': 'Someone is looking for a city with cold weather. Between Mombasa and Podgorica, this person should visit Podgorica.', 'answer': 'Podgorica', 'candidate': 'Mombasa'}
{'statement': 'Someone is looking for a city with cold weather. Between Nakhon Ratchasima and Santiago, this person should visit Santiago.', 'answer': 'Santiago', 'candidate': 'Nakhon Ratchasima'}
{'statement': 'Someone is looking for a city with cold weather. Between Cabo San Lucas and Murmansk, this person should visit Murmansk.', 'answer': 'Murmansk', 'candidate': 'Cabo San Lucas'}
{'statement': 'Someone is looking for a city with cold weather. Between Wau and Ljubljana, this person should visit Ljubljana.', 'answer': 'Ljubljana', 'candidate': 'Wau'}
{'statement': 'Someone is looking for a city with cold weather. Between Kano and Beijing, this person should visit Beijing.', 'answer': 'Beijing', 'candidate': 'Kano'}
{'statement': 'Someone is looking for a city with cold weather. Between La Paz and Toronto, this person should visit Toronto.', 'answer': 'Toronto', 'candidate': 'La Paz'}
{'statement': 'Someone is looking for a city with cold weather. Between Palermo and Lviv, this person should visit Lviv.', 'answer': 'Lviv', 'candidate': 'Palermo'}
{'statement': 'Someone is looking for a city with cold weather. Between Hat Yai and Vienna, this person should visit Vienna.', 'answer': 'Vienna', 'candidate': 'Hat Yai'}
{'statement': 'Someone is looking for a city with cold weather. Between Rosario and Calgary, this person should visit Calgary.', 'answer': 'Calgary', 'candidate': 'Rosario'}
{'statement': 'Someone is looking for a city with cold weather. Between Tamanrasset and Ushuaia, this person should visit Ushuaia.', 'answer': 'Ushuaia', 'candidate': 'Tamanrasset'}
{'statement': 'Someone is looking for a city with cold weather. Between Garoua and Minsk, this person should visit Minsk.', 'answer': 'Minsk', 'candidate': 'Garoua'}
